id,left,top,right,bottom,GVI_2_mean,ndvi_mean,greenery,genus,x,y,greenery_c
10465.000000000000000,-13171367.074185864999890,4029419.921877001877874,-13170867.074185864999890,4028919.921877001877874,0.133595000000000,0.129038000000000,0.263000000000000,10,-13171117.0741858650,4029169.9218770014,0.133595
12169.000000000000000,-13164867.074185864999890,4041919.921877001877874,-13164367.074185864999890,4041419.921877001877874,0.283214000000000,0.172859000000000,0.456000000000000,27,-13164617.0741858650,4041669.9218770014,0.283214
8821.000000000000000,-13177367.074185864999890,4053419.921877001877874,-13176867.074185864999890,4052919.921877001877874,0.100693000000000,0.101460000000000,0.202000000000000,24,-13177117.0741858650,4053169.9218770014,0.101460
9731.000000000000000,-13173867.074185864999890,4063919.921877001877874,-13173367.074185864999890,4063419.921877001877874,0.247159000000000,0.200097000000000,0.447000000000000,1,-13173617.0741858650,4063669.9218770014,0.247159
6535.000000000000000,-13185867.074185864999890,4065919.921877001877874,-13185367.074185864999890,4065419.921877001877874,0.102974000000000,0.105653000000000,0.209000000000000,16,-13185617.0741858650,4065669.9218770014,0.105653
